REQID,CLIENTID,REASON,LOAN,BAD,DEROG,DELINQ,CLAGE,NINQ,DEBTINC,INCOME,JOB,YOJ,CHECKING,SAVINGS,INVEST,CREDIT_SCORE
27040,54960714-livg,DC,15000,0,8,3,135.9333333,11,10.24694441,67295,Other,,0,1,0,559
27050,55006947-ovmm,HI,4900,0,1,2,61.64250608,1,40.59091002,49040,Other,8,1,0,0,582
27060,55041723-hcaf,DC,13800,0,0,0,105.6662342,0,20.3331556,51530,Office,30,0,0,0,786
27090,55075317-rccc,DC,19900,0,0,0,138.9905144,0,30.27109245,45625,Other,5,0,1,0,727
27100,55084309-ogfu,DC,8600,0,0,0,163.2988599,0,31.92576655,60100,Other,,0,1,0,751
27110,55086684-qcnh,DC,27700,0,0,1,138.5694126,0,37.38458848,55450,Office,,1,0,0,726
27120,55132104-fgbq,DC,28300,0,0,0,244.7222847,1,33.394854,66950,Mgr,9,0,0,1,307
27140,55172498-cdmr,DC,23100,0,0,0,156.675375,0,34.00023607,47965,Other,1,1,0,0,354
27150,55196493-yxkw,DC,21000,0,0,0,97.63333333,2,30.97626175,62990,Other,7,0,0,1,807
27160,55207396-kxul,HI,18800,0,0,0,87.1337221,0,33.40589684,51435,Office,3,0,1,0,700
27170,55214778-hehy,HI,15000,0,0,0,247.1,0,9.991146429,52365,ProfExe,6,1,0,0,396
27180,55216420-jjlf,DC,25300,0,0,0,195.4513312,0,35.20086451,52370,Other,11,1,0,0,620
27190,55230717-evlk,DC,25500,0,0,1,123.7568565,0,27.47115778,56580,Other,11,1,0,0,394
27200,55233142-rhdn,DC,12900,0,0,0,227.9328934,0,47.61976353,47580,Office,5,0,1,1,416
27210,55235673-lcqp,ME,7000,0,2,2,390.2771722,,34.00029589,55955,ProfExe,0,0,0,1,709
27220,55285790-lece,DC,18900,0,0,0,76.571848,1,38.8759867,58650,Other,8,1,1,0,567
27230,55296602-bcjv,HI,10000,0,0,0,165.7148936,0,39.97370763,58690,Other,1,0,1,0,488
27240,55301972-dbec,DC,18300,0,0,0,86.68429575,0,25.24404629,77995,Other,1,0,0,0,674
27270,55380479-bmvn,DC,21100,0,0,0,279.4682368,3,33.07852222,50715,Other,8,1,0,0,584
27280,55401746-pniw,DC,9900,0,2,0,94.80523575,0,38.2113051,63335,Other,5,0,0,0,482
27290,55436254-mbad,HI,16500,0,0,0,206.2383892,3,35.00637947,49650,Office,2,1,1,0,542
27300,55445957-uxmb,DC,18200,0,0,0,194.0542928,0,37.72576061,49000,ProfExe,21,0,1,0,504
27310,55448553-mkne,HI,7000,0,0,3,156.387042,,30.68138372,48530,Office,2,1,1,1,568
27320,55464652-lpdo,DC,20300,0,1,0,166.1260891,4,40.73602194,68740,Mgr,4,0,1,0,623
27330,55476600-inhe,DC,18400,0,0,0,279.3700507,1,38.75029966,76115,ProfExe,23,0,1,0,638
27340,55543674-rxqb,DC,15700,0,0,5,73.08753889,0,45.19549587,69760,Office,2,0,0,0,392
27350,55552463-yeqa,DC,25400,0,,,87.26384702,,27.5294977,62155,Other,,0,0,0,644
27380,55608139-emuv,DC,27600,0,0,0,147.1283978,0,42.00981358,58385,Other,5,1,0,0,721
27390,55612193-vorj,HI,13000,0,0,3,212.3869245,1,36.72874424,95755,Mgr,14,0,0,0,718
27420,55670875-qcrx,DC,41300,0,0,0,222.2,0,21.68053588,58630,Sales,5,0,0,0,669
27450,55767754-gbxi,DC,26500,0,0,0,312.9088037,0,37.83016379,62285,Other,0,1,0,1,775
27460,55791078-qexa,DC,8700,0,0,0,321.2748292,0,32.28031362,59425,Other,2,1,0,0,605
27470,55804700-ryxf,DC,20000,0,0,2,234.3333333,2,25.32629193,62155,Self,9,0,0,0,561
27490,55827872-fydb,DC,41600,0,0,2,202.151546,0,34.90863172,58985,Other,,0,0,0,404
27500,55842971-rkjf,DC,18600,0,0,0,128.3394339,1,36.3773222,60810,Other,9,0,1,0,617
27530,55958338-yzen,DC,12000,0,0,0,102.2042743,0,27.17193008,45485,Other,8,0,1,0,420
27540,56013824-vpxg,HI,15300,0,0,0,123.7666667,1,16.7317539,61940,Other,9,0,0,0,618
27550,56049309-uqkn,HI,11900,0,0,0,92.13682104,1,37.52575103,61460,ProfExe,4,1,1,0,762
27560,56101311-wdul,HI,41400,0,0,0,292.135985,4,40.77205849,46645,Other,1,0,0,0,476
27570,56138283-gwgm,DC,18300,0,,,148.7646605,,29.9624015,49850,,16,0,0,0,615
27580,56222097-dxxn,DC,57000,0,0,0,97.4,0,21.7300821,48745,ProfExe,21,1,0,0,601
27590,56245230-pqoi,DC,17000,0,1,0,204.9333333,1,13.6819376,52420,Other,4,0,0,0,570
27610,56266293-wmpe,DC,10800,0,0,0,212.2234688,0,33.92078997,52215,ProfExe,8,1,0,0,483
27640,56521786-ndpl,HI,12300,0,0,1,403.7489298,0,29.58318425,61000,ProfExe,9,0,1,0,780
27650,56560485-oken,HI,25600,0,0,0,199.0913081,0,39.00292833,45895,Other,,1,0,0,525
27660,56589362-rcfl,DC,22400,0,0,0,232.8554837,0,39.74431431,40020,Other,0,0,1,0,775
27670,56640680-bzmu,HI,15000,0,0,0,238.4,1,42.60583503,52290,ProfExe,4,0,1,0,337
27680,56646787-fxkc,DC,12000,0,,4,123.1,3,37.49154012,52875,Office,29,1,0,0,565
27690,56657415-ilhk,DC,7300,0,0,0,68.03333333,2,8.180786646,47955,ProfExe,0,0,0,0,729
27700,56685361-bmmn,DC,50000,0,1,1,160.6666667,2,27.78050007,40195,ProfExe,5,1,0,0,695
27710,56735305-rncx,DC,20400,0,0,0,176.3284966,2,36.67687831,40735,Office,,0,0,0,644
27730,56768022-ddkv,HI,14000,0,3,4,218.0153138,,25.68971094,43510,Other,16,1,0,1,783
27740,56769211-fodq,DC,22400,0,0,0,75.95573527,7,37.50722389,61140,Other,7,1,0,0,437
27750,56817168-qvbg,HI,20000,0,,5,329.5666667,1,47.22781705,63075,Other,7,0,0,1,302
27760,56833693-jqlo,HI,10600,0,0,0,9.53414271,,21.22321399,44225,Office,9,0,1,0,876
27770,56839806-jdij,DC,23800,0,0,0,59.40577506,1,35.69663623,46750,Mgr,9,0,1,0,752
27800,56865348-nghx,DC,18500,0,0,0,175.3870489,1,37.77222165,43295,ProfExe,22,0,0,1,730
27810,56935893-axip,DC,7400,0,1,3,425.969557,,27.20199961,46515,ProfExe,20,1,0,1,711
27820,56951209-ndyl,DC,14500,0,,,89.85657709,2,33.47451381,61165,Other,1,0,0,0,571
27830,56978485-hhhh,HI,13700,0,0,1,171.9534106,0,32.84350491,61585,Mgr,14,0,0,0,764
27840,57005416-blbv,DC,15900,0,0,0,192.1442355,0,40.36176991,52225,ProfExe,10,0,1,1,652
27850,57019951-ruvu,DC,15100,0,0,0,160.1036,0,41.00736353,61745,Mgr,18,1,0,1,798
27860,57141353-ufil,DC,25800,0,0,0,148.8162847,0,22.06576364,43060,Other,26,1,0,0,505
27890,57203475-xdbj,DC,17100,0,,,95.52351212,0,36.92038565,52110,Other,25,0,0,1,477
27910,57249914-vdke,HI,21500,0,0,0,261.8666667,1,28.39398269,43310,ProfExe,3,0,0,0,391
27920,57250802-wvup,HI,12500,0,2,0,249.4359543,1,35.02088579,52460,Other,9,1,0,0,754
27930,57286437-lwrh,DC,5000,0,0,0,276.9666667,1,41.89535497,44525,Other,11,0,0,0,767
27940,57354530-gjdb,HI,6400,0,0,,104.7924684,,36.41688697,61120,Other,9,1,0,0,843
27950,57356296-mdox,HI,20900,0,0,0,181.6508803,0,34.58958143,43845,Other,14,1,0,0,539
27960,57359733-uwbf,HI,22300,0,0,0,311.6590812,3,29.91070776,43225,,,0,0,1,622
28010,57435117-ryrk,HI,10600,0,0,0,238.3144708,1,34.68038165,61900,Mgr,1,1,0,0,825
28030,57554206-vuxm,DC,11300,0,0,0,88.78915597,2,27.89926789,44805,Office,0,1,1,0,641
28040,57588610-kkzi,HI,21100,0,0,0,200.512048,,39.67140831,45185,Office,2,0,1,0,540
28060,57637519-aiuz,HI,7600,0,0,0,249.6337607,2,34.88206644,40125,Other,6,1,0,0,579
28080,57699330-bhve,DC,17500,0,0,0,217.0370487,0,37.46299196,43800,Other,2,0,1,0,737
28110,57717671-auhr,DC,15000,0,0,0,128.8666667,0,31.36879331,50990,Other,14,1,0,0,826
28120,57724398-pion,DC,17200,0,0,0,295.9554144,1,36.78730595,40110,Other,2,0,0,0,682
28130,57750142-qaqq,HI,40900,0,0,0,318.0554593,0,15.07801115,43040,Other,13,0,0,0,427
28140,57750477-ikwc,HI,8300,0,0,1,230.8488635,1,35.88829101,52550,Other,2,0,1,0,623
28150,57764349-yvof,WE,13000,0,2,0,389.1166183,,41.76568935,61195,Other,17,0,0,0,483
28160,57769380-xphz,DC,15900,0,0,0,138,2,24.00250805,44385,Office,7,1,1,0,517
28170,57778235-kgqd,DC,23300,0,0,0,89.7941492,1,33.98609881,43625,Office,1,0,0,0,481
28190,57909471-diup,HI,12000,0,0,2,213.6666667,1,19.78116035,61990,ProfExe,5,0,1,1,385
28200,57918298-uuio,DC,15600,0,0,3,107.3884676,0,27.69600093,43395,Other,14,0,1,0,668
28210,57939340-rjra,DC,17000,0,0,0,115.3753324,1,37.50862467,43585,Other,0,0,0,1,798
28220,57948786-kmxm,DC,5800,0,0,0,126.4009836,0,43.20775979,52485,Other,3,0,0,0,609
28240,57976230-dvrp,AF,10500,0,0,0,241.4604126,0,23.23703502,47535,Sales,4,0,1,0,528
28250,57984095-jaqp,HI,6900,0,0,0,87.90011834,0,22.28699748,45535,ProfExe,8,0,0,0,781
28260,57989994-agoq,DC,21900,0,0,0,402.0868105,0,21.98994578,43510,Office,21,0,0,0,669
28270,57990960-bwph,DC,19200,0,0,1,92.33333333,4,12.18182798,52245,Other,0,0,1,0,611
28290,58019443-pybf,DC,19900,0,0,0,274.2825562,3,32.46920265,47535,Other,,1,0,0,556
28310,58073113-zhpm,DC,5700,0,0,0,95.9,1,37.61470175,52240,Other,3,0,0,0,770
28320,58077896-olgr,DC,31200,0,0,0,62.41629688,0,15.02803747,61600,Other,1,0,1,0,382
28330,58143080-lqjo,HI,5200,0,0,0,221.1180817,0,42.71209384,52325,Office,2,0,0,0,412
28340,58194209-oceg,DC,16500,0,0,0,105.5303761,4,41.34484584,40680,Office,1,0,0,0,847
28350,58225473-nwlx,DC,23000,0,0,0,211.0333333,0,22.23271741,61555,Other,11,0,0,0,565
28370,58348032-wjjv,DC,9800,0,0,1,230.3032566,0,23.7736104,61335,Office,0,1,0,0,738
28380,58348730-uiga,DC,6500,0,0,0,224.8666667,0,43.38349724,15000,Other,19,0,0,0,767
28400,58425748-cmnk,DC,22200,0,0,0,240.703069,1,40.62189416,48725,ProfExe,9,0,1,1,625
28430,58501137-fowj,DC,17900,0,1,0,79.1215828,2,26.5188307,52115,ProfExe,0,0,1,0,414
28440,58504613-gppo,DC,21500,0,0,0,58.11746362,2,42.49201034,52460,Office,3,1,0,1,508
28450,58505785-ycvd,DC,17000,0,0,0,326.5184144,0,38.83660184,44545,,1,0,0,0,771
28470,58535919-rxjl,DC,16300,0,0,0,81.2741558,2,40.37255654,46380,Other,,0,1,0,519
28490,58541271-jvvl,DC,7500,0,1,0,228.0360001,0,30.16221411,52010,,8,1,0,0,374
28520,58624359-eoqr,HI,5000,0,0,0,193.6364469,0,25.89731648,52700,Sales,0,0,0,0,514
28530,58632375-fcfg,HI,12800,0,0,0,142.2125619,0,35.94987705,209885,ProfExe,7,0,0,0,830
28540,58634997-gnwf,HI,5500,0,0,0,43.72233695,0,41.45204353,171065,ProfExe,10,0,0,0,630
28550,58677298-qdkr,DC,17000,0,0,0,252.3059847,4,37.31611992,110090,ProfExe,4,1,1,1,641
28560,58700283-rlfc,DC,14300,0,0,0,190.7530437,1,40.77814232,98505,Mgr,0,0,1,0,428
28570,58706515-mzfq,DC,25000,0,0,0,283.0666667,1,35.52624737,99460,,,0,0,0,623
28580,58715081-zudf,DC,17400,0,6,0,178.6595894,2,41.11788749,44320,Other,17,0,1,0,658
28590,58777331-gozl,BU,10000,0,1,0,258.7333333,0,30.78511182,44145,ProfExe,16,0,1,1,515
28610,58893300-awvn,DC,32800,0,,,126.5177052,,33.68805656,178040,Other,21,0,0,1,774
28620,58895710-vqkj,DC,23500,0,0,0,285.3312927,0,39.91648297,123255,Office,41,0,1,0,547
28650,58931429-kgxa,DC,43500,0,5,,108.5866326,,29.37129987,52110,ProfExe,19,1,0,0,807
28660,58939357-qhdn,DC,6700,0,0,2,171.5264892,3,41.42859751,15000,ProfExe,22,0,0,0,337
28670,58943321-mqvp,DC,24700,0,1,0,45.62588779,6,46.99603429,45475,Office,25,1,0,1,617
28680,58981948-zabw,DC,9100,0,0,0,180.8333333,3,35.90425467,52660,Other,3,1,1,0,656
28700,59014460-hnak,DC,18900,0,0,0,216.0970496,1,38.46049988,43615,Office,2,1,0,0,601
28730,59137956-ixcr,DC,28200,0,0,1,130.9695654,0,60.29541349,61870,Office,3,1,0,1,470
28740,59143812-rlpl,HI,6300,0,0,0,199.0119272,0,26.52004952,46285,Mgr,17,1,0,0,559
28750,59168286-jbiq,HI,15300,0,0,1,182.6,4,9.10430511,61500,Other,1,0,0,0,840
28760,59177999-ieli,DC,18200,0,0,0,231.5497227,0,20.41593161,44250,ProfExe,5,1,1,0,535
28780,59191038-ifzk,DC,10500,0,,1,152.2333333,7,9.517975965,43090,Other,11,0,1,0,374
28800,59247393-iklx,HI,22900,0,0,2,122.7666667,0,38.44385015,52645,Office,1,0,0,0,817
28810,59311033-icic,DC,11500,0,0,0,162.1162539,1,39.79119896,61600,Mgr,0,1,0,0,714
28820,59356200-cway,DC,26300,0,1,0,204.9173394,2,35.72585219,52475,Office,0,0,0,0,675
28830,59362275-zwuv,DC,26900,0,0,0,89.11217349,1,32.79147803,61480,ProfExe,6,0,0,1,386
28840,59384475-zcrq,DC,15400,0,0,0,133.8993123,1,27.92203478,61780,Other,7,0,1,0,619
28860,59460097-ojew,DC,32900,0,,,128.7311432,,34.85797706,45890,ProfExe,14,1,0,0,815
28870,59486526-yozk,HI,4700,0,0,0,61.8,2,26.67506677,61955,,8,0,0,0,408
28890,59496279-ybff,DC,17700,0,0,0,169.7334875,0,39.77062845,43525,Other,18,0,1,0,763
28900,59511307-eppf,DC,8200,0,0,1,86.54572702,0,24.69743042,52440,Mgr,27,0,0,0,812
28910,59521732-eajm,DC,22300,0,0,0,176.4166175,0,40.47109214,61605,ProfExe,25,0,1,0,407
28940,59571586-uvme,DC,22500,0,,,187.1661489,,37.46041757,61810,Other,13,0,1,0,678
28960,59637098-vvzd,DC,8000,0,0,0,168.2333333,3,33.58539274,52465,Other,14,1,1,0,697
28970,59646858-rdpb,DC,17600,0,0,0,107.9438175,1,38.91921033,44695,Other,7,1,0,0,643
28980,59668293-jmvd,DC,16500,0,,,136.7244895,2,34.10788882,61790,Mgr,5,0,0,1,472
29000,59690796-akvh,DC,11600,0,0,0,85.57207035,0,19.22387267,61060,Other,15,1,0,0,623
29010,59690908-fyvn,DC,56800,0,0,0,239.4333333,4,10.5174947,61580,Office,21,0,0,0,825
29020,59700393-qegl,HI,15700,0,0,0,128.2359137,0,20.95025208,43480,ProfExe,5,0,0,0,620
29030,59706880-cqvf,HI,20900,0,0,0,98.50936023,3,32.31318716,61390,Other,17,0,0,0,591
29040,59745406-lmvr,HI,7900,0,0,0,184.3900292,0,37.83671487,61520,ProfExe,3,0,0,0,497
29050,59753375-glzo,DC,9300,0,0,0,100.0518662,0,38.44431799,61515,Office,4,1,0,1,568
29070,59803868-yxnx,DC,20300,0,0,3,263.9912932,0,26.50856379,44990,Office,1,0,1,0,487
29080,59814646-zxnz,DC,21200,0,0,1,87.64505947,3,42.13884767,61445,ProfExe,15,0,1,0,579
29090,59841194-cprz,DC,16800,0,0,1,270.9986111,1,27.00923929,52860,Other,,0,0,1,438
29110,59855395-iaeg,DC,30600,0,0,0,156.4135697,3,40.61109433,52115,ProfExe,10,1,0,0,540
29130,59929304-rpou,HI,33500,0,4,0,142,0,26.82856636,52215,ProfExe,4,0,1,0,630
29150,60020535-ffhp,HI,12700,0,0,0,181.0272753,2,29.46672103,52450,ProfExe,8,1,0,0,484
29160,60058833-feuh,DC,20000,0,0,0,143.6374388,0,30.20689334,52050,Office,6,0,0,1,671
29170,60058876-fojx,DC,35000,0,0,0,,7,13.9469677,40375,ProfExe,6,0,0,0,767
29190,60142670-zyhy,DC,7000,0,0,0,231.7999135,0,19.27357946,61205,Other,0,0,1,0,479
29200,60145821-pdaq,DC,33200,0,0,0,56.60389545,0,16.6958286,43345,Office,1,1,0,1,765
29210,60157262-yjoi,HI,25800,0,0,0,176.2714893,0,39.74500284,40745,ProfExe,4,0,1,1,699
29220,60158547-ejxr,DC,10600,0,0,0,107.3740552,1,32.62568704,61095,Other,,0,0,0,375
29230,60163607-vukz,DC,21200,0,0,0,302.2069005,2,36.19052426,43745,Other,0,0,0,0,703
29240,60278230-dujm,DC,16100,0,0,0,91.3,1,25.03298859,61165,ProfExe,4,1,1,0,391
29250,60285747-jznu,HI,15500,0,0,0,292.0341855,0,25.56288193,61970,Other,5,0,0,0,820
29260,60299829-buvc,DC,9500,0,0,0,241.5817794,0,38.20866784,43025,Mgr,16,1,0,0,498
29270,60313082-onoo,DC,12000,0,0,0,247.5,1,40.4318935,448800,Mgr,1,0,0,1,768
29280,60339540-uagw,DC,16400,0,0,1,127.3,1,41.45270835,222885,Mgr,26,1,1,0,561
29310,60387396-pvrd,DC,19200,0,0,0,355.7984125,1,41.14774922,52510,,16,1,0,1,842
29320,60409340-hnoe,DC,11800,0,0,0,108.4694005,1,32.78348357,46750,Mgr,27,1,0,1,504
29330,60415535-wiap,DC,11000,0,0,0,244.0177745,3,36.54257022,43585,Other,,0,0,0,656
29340,60423477-pruo,HI,8700,0,1,1,218.9062534,0,34.0581468,91105,ProfExe,0,0,0,1,838
29350,60427755-rral,DC,3300,0,0,6,192.289149,0,35.73055919,63435,Other,19,1,0,0,840
29360,60446382-yxfi,DC,25000,0,0,3,41.56666667,3,37.89864538,58635,Mgr,,1,0,0,767
29370,60451102-hnab,HI,24000,0,0,0,127.741782,1,33.60803731,49390,Office,3,1,1,0,794
29380,60458516-lazf,DC,15300,0,0,0,129.8666667,2,19.92728136,43455,Other,7,1,0,0,590
29400,60485666-oovv,DC,15500,0,0,0,126.9127232,3,35.90146304,47195,Office,3,1,1,0,629
29410,60486727-vxlm,DC,34100,0,0,0,171.9632916,1,37.68589208,52685,Other,1,0,1,0,776
29420,60516819-vkdg,DC,30400,0,0,0,151.5970972,2,37.75387662,47925,ProfExe,11,1,0,0,822
29430,60519807-velg,DC,17300,0,2,3,114.0234424,2,35.90776048,57570,Other,7,0,0,0,564
29470,60605338-kyyo,DC,7000,0,1,0,205.9666667,1,20.28131436,15000,Unemplo,1,1,0,0,530
29480,60622926-zjch,DC,44900,0,,1,216.1010462,4,40.48351525,52045,Office,2,0,1,0,641
29500,60837292-mbld,DC,24900,0,,,94.07837758,,25.61784573,62605,Other,17,1,0,0,586
29510,60864045-nprz,DC,8100,0,0,0,184.1934176,0,32.39650949,95070,Other,,1,0,0,583
29520,60883844-fvnb,HI,15100,0,0,0,129.5373152,4,36.77621277,44980,Other,1,0,0,1,658
29540,60975667-halm,HI,4000,0,2,0,160.3,1,23.83174672,51370,Other,0,1,1,0,766
29560,61010377-hmin,DC,6300,0,0,0,130.0666667,0,40.54697063,75980,Other,1,1,0,0,370
29570,61060448-rnge,HI,9700,0,1,2,96.63333333,,11.91124388,50935,Other,3,0,1,1,637
29580,61093108-ioxg,DC,20500,0,0,0,258.5210694,0,26.14692719,80555,Office,2,0,0,0,359
29590,61102506-fqjh,DC,36500,0,0,0,49.74620282,0,36.50100933,61190,Other,,0,0,1,812
29600,61145211-qogj,DC,10400,0,0,0,245.0180119,4,41.42384414,52295,Mgr,19,0,0,0,419
29610,61148537-cwvo,DC,13800,0,0,0,73.07523809,1,34.2526057,45950,Other,1,0,0,0,733
29620,61152700-qnex,HI,8600,0,0,0,318.1492776,1,42.27663421,61760,Office,0,0,0,0,568
29630,61197977-kpyq,DC,18000,0,0,0,293.9804358,0,27.09752347,61960,Other,0,0,0,0,655
29640,61285733-unqg,DC,17400,0,0,0,281.5781525,1,38.02752168,40130,Other,17,1,1,0,755
29650,61294317-ogez,DC,15100,0,0,0,81.96415129,2,36.46121054,61690,Other,6,1,0,0,412
29660,61317853-rnuk,DC,20200,0,0,0,172.9117149,2,33.83467117,52780,Office,0,0,0,0,797
29670,61320557-hmba,HI,28200,0,0,0,203.5758597,1,43.30465807,40185,Other,14,0,0,0,473
29680,61340445-nmbc,DC,17300,0,0,0,85.23250072,0,31.34436552,64240,Office,1,1,0,0,685
29690,61352462-xzdc,HI,12700,0,0,1,185.3250354,0,27.39038041,47485,Office,5,0,0,0,411
29700,61361222-cfmh,AF,3800,0,1,3,85.11561681,,22.25394916,61625,,14,1,1,1,628
29710,61434630-adek,DC,10600,0,0,0,116.5322893,1,31.54021826,52365,Other,20,0,0,0,594
29720,61537431-emca,HI,10600,0,1,4,138.627595,,40.32588532,44625,ProfExe,3,0,1,1,771
29730,61540787-xcuv,HI,21500,0,0,0,205.2783646,0,36.89339399,69840,ProfExe,6,0,0,0,756
29740,61550447-ayah,HI,22400,0,0,0,111.9824201,2,30.9911741,74130,ProfExe,7,0,0,0,539
29750,61557069-lqwx,DC,9500,0,0,0,189.5890747,0,37.95298991,78640,Office,4,1,0,1,622
29760,61601792-gnub,DC,11200,0,0,0,254.0196894,3,41.4339438,46630,ProfExe,3,1,0,0,420
29780,61621654-ykze,DC,23600,0,0,3,276.1823627,0,29.2830325,43535,Office,0,0,0,0,502
29790,61636201-jcpl,DC,22900,0,,,181.8260463,,39.39135211,68015,Mgr,1,0,0,0,643
29800,61658567-cezd,DC,5600,0,0,0,200.418434,1,22.84109285,45155,ProfExe,4,0,0,0,840
29830,61736667-knhm,DC,22400,0,1,0,132.2166218,0,35.68247123,61580,ProfExe,1,0,0,0,515
29860,61794178-prdb,DC,21700,0,0,0,270.47904,0,38.99923204,48950,ProfExe,5,0,0,0,725
29870,61798177-qlij,HI,21000,0,0,0,174.4289688,1,38.59337641,78705,Other,0,0,1,0,808
29880,61880538-pkcg,DC,21700,0,0,0,166.8710357,1,36.40831543,52380,ProfExe,16,1,0,0,361
29890,61949064-dwwk,HI,79200,0,0,1,139.9389989,0,31.33368478,49925,ProfExe,18,0,0,0,630
29900,61995481-javc,HI,16300,0,0,0,304.3346951,0,27.56242667,50070,ProfExe,7,1,1,0,650
29910,62010783-kzgk,DC,50000,0,0,0,235.4333333,2,42.4915901,45195,ProfExe,20,0,0,0,838
29920,62014327-kveg,DC,16400,0,0,0,182.9973812,0,40.85088684,49150,ProfExe,4,1,0,1,675
29930,62032535-xkgm,AF,10000,0,9,4,132.9,4,36.48208291,50870,Self,1,0,1,0,472
29950,62062455-unlv,DC,26200,0,0,0,90.01609154,1,39.39066028,49370,ProfExe,13,0,1,0,818
29960,62068598-ldym,DC,12000,0,0,1,113.6333333,1,10.06642448,76985,,6,1,0,0,620
29970,62073404-mqyq,HI,8800,0,0,0,104.6928252,1,38.32672821,78985,Office,7,1,1,1,768
29980,62103005-wzfb,DC,9200,0,0,0,192.8,2,10.87781438,78605,ProfExe,6,0,0,0,637
29990,62105058-ouec,HI,20000,0,0,0,435.887094,,19.1847554,45025,Office,5,0,0,0,519
30000,62137739-frze,DC,12200,0,0,0,234.7759967,3,29.09729879,51970,Office,1,0,1,0,864
30010,62151694-vvpz,HI,17400,0,0,0,123.2570546,0,25.55759334,51365,Mgr,10,0,0,0,654
30030,62213616-kppl,HI,30000,0,0,1,118.6666667,1,44.10082068,49620,Office,10,1,0,0,661
30040,62252361-ullr,DC,19000,0,0,0,248.7235332,0,21.92019846,46365,Other,3,0,0,0,762
30050,62264472-dyma,DC,23000,0,,,230.0750645,4,43.51909332,61090,ProfExe,22,1,0,0,395
30060,62302195-xpaq,DC,29500,0,0,0,138.9666667,1,34.05775515,58590,ProfExe,7,1,0,0,358
30070,62306945-ncxq,DC,20000,0,2,4,313.5333333,3,34.83846652,63380,ProfExe,4,0,1,0,755
30090,62349996-zwam,DC,30900,0,0,1,164.6048706,0,39.60145213,73200,,5,1,0,0,562
30100,62359239-walz,HI,7500,0,1,0,155.3919622,1,41.60098336,62000,Office,6,1,0,1,762
30110,62371533-mxya,DC,20000,0,0,0,221.1666667,1,28.12534956,49760,Mgr,14,1,0,0,752
30130,62383066-dyko,DC,7700,0,0,0,17.4607499,10,30.23350474,67295,Mgr,1,0,0,0,502
30140,62425602-imha,HI,13700,0,0,0,154.7521209,1,39.38990883,49040,Office,25,0,0,0,684
30150,62436443-enbk,DC,34200,0,0,0,131.5424382,1,27.14989852,51530,ProfExe,10,1,0,0,737
30160,62480784-xvyi,HI,13500,0,1,2,182.6956696,1,35.51267298,68475,Office,5,0,0,0,424
30170,62518216-yvpz,DC,22000,0,,7,130.3,,25.52935796,45960,Other,8.9,1,0,0,398
30180,62529331-ufka,DC,19700,0,0,0,251.1041979,0,25.03374576,45625,Other,6,0,0,0,803
30200,62583564-aiby,HI,22500,0,0,0,256.2869189,1,26.85325902,55450,Other,7,0,0,0,600
30230,62659744-fhxn,HI,10600,0,1,0,110.7716232,0,39.73578526,47965,Other,27,0,0,1,620
30250,62726453-rniu,HI,6200,0,0,0,210.1730647,2,34.05481124,51435,Mgr,10,1,1,0,593
30270,62747563-biwq,DC,23800,0,0,1,308.4251258,0,37.65407524,52370,Other,10,0,1,0,427
30280,62767181-xigr,DC,23900,0,0,0,226.2432432,0,38.67184311,56580,Other,13,0,0,1,511
30330,62843098-leui,HI,14300,0,0,0,,0,3.9608595,77995,ProfExe,17,1,1,0,484
30340,62898838-ikug,ME,12400,0,0,0,246.7168274,0,20.20590752,78915,ProfExe,8,1,0,0,547
30350,62915589-klou,HI,12500,0,2,6,226.4333333,4,27.16078604,57975,Mgr,23,0,0,0,624
30360,62920053-ahvc,DC,22100,0,0,0,,0,27.70096924,50715,Sales,0,1,0,1,647
30370,62968479-unmv,DC,17000,0,0,0,279.3611988,0,39.67697661,63335,Other,22,1,1,0,535
30390,62997730-jdxg,DC,34000,0,0,0,219.6589319,0,15.73593489,49000,Other,,1,0,0,610
30400,63017712-zvip,DC,23500,0,0,0,,0,33.56876627,48530,Other,,1,0,0,401
30410,63028003-olar,DC,25000,0,0,1,396.7333333,0,21.60372003,68740,Other,0.1,0,0,1,771
30420,63094605-yyvr,DC,23000,0,1,0,215.0666667,1,46.59039736,76115,Office,24,1,1,0,629
30430,63130467-yrih,DC,11800,0,0,1,104.0116359,0,19.40846123,69760,Office,2,1,0,1,574
30440,63160979-fkxn,DC,20200,0,0,0,55.70549729,2,41.71895839,62155,ProfExe,20,1,1,1,640
30450,63173340-bmoy,DC,14000,0,0,0,69.82355313,0,41.63705877,66465,Office,0,0,0,0,386
30460,63186904-avel,HI,10000,0,0,0,72.03333333,1,49.62315305,62030,ProfExe,0,0,0,0,585
30470,63191566-qwbk,HI,23600,0,0,0,127.359922,1,30.98553896,58385,Other,1,0,0,0,404
30480,63192727-jjwj,DC,17000,0,0,0,351.0333333,3,45.36598584,95755,Other,16,1,1,0,797
30490,63240099-mrqu,DC,16500,0,0,0,99.19355258,3,41.41563125,44070,ProfExe,3,0,1,0,649
30500,63252291-dbfc,DC,13200,0,0,0,68.54904501,2,34.53524372,55040,Other,1,0,0,1,788
30520,63310320-yyhf,HI,23300,0,0,0,320.9234361,0,44.75295886,70400,Other,1,0,0,0,535
30530,63387548-cgwu,DC,17600,0,1,0,185.9782208,0,36.49405393,73530,ProfExe,6,0,0,1,639
